INF117,Bangalore Startup Talks,YouTube,Karnataka,Bangalore,"English","Education|Business",880000,450000,180000,450000,240000,biz@blrstartup.in
INF118,Hyderabad Gaming Arena,YouTube,Telangana,Hyderabad,"Telugu","Gaming",520000,260000,120000,320000,180000,gaming@hyderabad.in
INF119,Kochi Beauty Studio,YouTube,Kerala,Kochi,"Malayalam","Beauty",280000,140000,65000,170000,95000,beauty@kochi.in
INF120,Ahmedabad Travel World,YouTube,Gujarat,Ahmedabad,"Gujarati","Travel",360000,190000,90000,240000,130000,travel@ahmedabad.in
INF121,Delhi Education Hub,YouTube,Delhi,New Delhi,"English","Education",620000,320000,150000,400000,220000,edu@delhi.in
INF122,UP Gaming Arena,YouTube,Uttar Pradesh,Lucknow,"Hindi","Gaming",450000,230000,100000,260000,150000,gaming@up.in
INF123,Pune Fitness Pro,YouTube,Maharashtra,Pune,"English","Fitness",390000,210000,100000,260000,145000,fit@pune.in
INF124,Nagpur Travel Stories,YouTube,Maharashtra,Nagpur,"Hindi","Travel",310000,160000,75000,200000,110000,travel@nagpur.in
INF125,Bangalore Beauty World,YouTube,Karnataka,Bangalore,"English","Beauty",420000,220000,110000,280000,155000,beauty@blr.in
INF126,Chennai Fitness Studio,YouTube,Tamil Nadu,Chennai,"Tamil","Fitness",500000,260000,120000,320000,180000,fit@chennai.in
INF127,Hyderabad Tech Talks,YouTube,Telangana,Hyderabad,"Telugu|English","Tech",620000,320000,150000,400000,220000,tech@hyd.in
INF128,Kolkata Gaming Squad,YouTube,West Bengal,Kolkata,"Bengali","Gaming",380000,200000,90000,240000,130000,gaming@kolkata.in
INF129,Patna Beauty Hub,YouTube,Bihar,Patna,"Hindi","Beauty",260000,130000,65000,170000,95000,beauty@patna.in
INF130,Gurgaon Travel Stories,YouTube,Haryana,Gurgaon,"English","Travel",480000,240000,100000,270000,150000,travel@gurgaon.in
INF131,Ranchi Education Hub,YouTube,Jharkhand,Ranchi,"Hindi","Education",230000,115000,60000,150000,85000,edu@ranchi.in
INF132,Ludhiana Gaming Pro,YouTube,Punjab,Ludhiana,"Punjabi","Gaming",310000,160000,75000,200000,110000,gaming@ludhiana.in
INF133,Guwahati Beauty Lounge,YouTube,Assam,Guwahati,"Hindi","Beauty",240000,120000,60000,150000,85000,beauty@guwahati.in
INF134,Bhubaneswar Travel Hub,YouTube,Odisha,Bhubaneswar,"Odia","Travel",350000,180000,85000,220000,120000,travel@bhubaneswar.in
INF135,Surat Education Talks,YouTube,Gujarat,Surat,"Gujarati","Education",300000,150000,70000,190000,105000,edu@surat.in
INF136,Jaipur Fitness Studio,YouTube,Rajasthan,Jaipur,"Hindi","Fitness",340000,170000,80000,210000,115000,fit@jaipur.in
INF137,Indore Gaming Arena,YouTube,Madhya Pradesh,Indore,"Hindi","Gaming",390000,200000,90000,240000,130000,gaming@indore.in
INF138,Chennai Beauty Hub,YouTube,Tamil Nadu,Chennai,"Tamil","Beauty",460000,240000,110000,280000,155000,beauty@chennai.in
INF139,Mumbai Education Talks,YouTube,Maharashtra,Mumbai,"English","Education",720000,380000,150000,420000,230000,edu@mumbai.in
INF140,Bangalore Travel Guru,YouTube,Karnataka,Bangalore,"English","Travel",880000,450000,180000,450000,240000,travel@blr.in
INF141,Hyderabad Fitness Studio,YouTube,Telangana,Hyderabad,"Telugu","Fitness",420000,220000,110000,280000,155000,fit@hyd.in
INF142,Kochi Gaming Arena,YouTube,Kerala,Kochi,"Malayalam","Gaming",330000,170000,80000,210000,115000,gaming@kochi.in
INF143,Ahmedabad Education Hub,YouTube,Gujarat,Ahmedabad,"Gujarati","Education",360000,190000,90000,240000,130000,edu@ahmedabad.in
INF144,Delhi Beauty Studio,YouTube,Delhi,New Delhi,"English","Beauty",500000,260000,120000,320000,180000,beauty@delhi.in
INF145,UP Travel Diaries,YouTube,Uttar Pradesh,Noida,"Hindi","Travel",380000,200000,90000,240000,130000,travel@up.in
INF146,Pune Gaming Pro,YouTube,Maharashtra,Pune,"English","Gaming",410000,210000,100000,260000,150000,gaming@pune.in
INF147,Nagpur Tech Simplified,YouTube,Maharashtra,Nagpur,"Hindi","Tech",340000,170000,80000,210000,115000,tech@nagpur.in
INF148,Bangalore Fitness Pro,YouTube,Karnataka,Bangalore,"English","Fitness",470000,240000,110000,280000,155000,fit@blr.in
INF149,Chennai Travel Stories,YouTube,Tamil Nadu,Chennai,"Tamil","Travel",520000,270000,120000,320000,180000,travel@chennai.in
INF150,Mumbai Gaming World,YouTube,Maharashtra,Mumbai,"Hindi|English","Gaming",950000,500000,200000,500000,275000,gaming@mumbai.in
INF151,Ahmedabad Tech Simplified,YouTube,Gujarat,Ahmedabad,"Gujarati|English","Tech",370000,180000,85000,230000,120000,tech@ahmedabad.in
INF152,Bhubaneswar Food World,YouTube,Odisha,Bhubaneswar,"Odia|Hindi","Food",310000,160000,70000,190000,105000,food@bhubaneswar.in
INF153,Chennai Fitness Hub,YouTube,Tamil Nadu,Chennai,"Tamil","Fitness",480000,240000,120000,300000,160000,fit@chennai.in
INF154,Mumbai Travel Diaries,YouTube,Maharashtra,Mumbai,"English|Hindi","Travel",520000,270000,130000,350000,175000,travel@mumbai.in
INF155,Bangalore Beauty Lounge,YouTube,Karnataka,Bangalore,"English|Kannada","Beauty",450000,230000,110000,280000,150000,beauty@blr.in
INF156,Delhi Gaming Arena,YouTube,Delhi,New Delhi,"Hindi|English","Gaming",600000,310000,140000,360000,180000,gaming@delhi.in
INF157,Hyderabad Education Talks,YouTube,Telangana,Hyderabad,"Telugu|English","Education",390000,200000,95000,240000,120000,edu@hyderabad.in
INF158,Kolkata Startup Hub,YouTube,West Bengal,Kolkata,"Bengali|English","Business|Startup",420000,210000,100000,260000,130000,biz@kolkata.in
INF159,Lucknow Fitness Studio,YouTube,Uttar Pradesh,Lucknow,"Hindi","Fitness",280000,140000,65000,180000,95000,fit@lucknow.in
INF160,Pune Food Diaries,YouTube,Maharashtra,Pune,"English|Hindi","Food",360000,180000,85000,230000,120000,food@pune.in
INF161,Bangalore Tech Expo,YouTube,Karnataka,Bangalore,"English|Hindi","Tech",590000,300000,130000,380000,205000,techexpo@blr.in
INF162,Coimbatore Street Bites,YouTube,Tamil Nadu,Coimbatore,"Tamil","Food|Reviews",320000,170000,70000,200000,115000,streetbites@coimbatore.in
INF163,Jaipur Culture Vlogs,YouTube,Rajasthan,Jaipur,"Hindi","Travel|Culture",340000,180000,80000,210000,145000,culture@jaipur.in
INF164,Patna Daily Eats,YouTube,Bihar,Patna,"Hindi","Food",290000,150000,65000,180000,95000,daileats@patna.in
INF165,Pune Tech Simplified,YouTube,Maharashtra,Pune,"English","Tech",540000,270000,120000,340000,200000,techs@pune.in
INF166,Chandigarh Food Times,YouTube,Chandigarh,Chandigarh,"Hindi","Food|Reviews",310000,160000,75000,200000,115000,foodtimes@chd.in
INF167,Surat Travel Vibes,YouTube,Gujarat,Surat,"Gujarati","Travel",280000,140000,65000,175000,105000,travelvibes@surat.in
INF168,Ahmedabad Fitness Pro,YouTube,Gujarat,Ahmedabad,"Gujarati","Fitness",330000,170000,80000,210000,145000,fit@ahmedabad.in
INF169,Kolkata Entertainment Hub,YouTube,West Bengal,Kolkata,"Bengali","Entertainment",470000,250000,110000,300000,180000,entertain@kolkata.in
INF170,Guwahati Street Food,YouTube,Assam,Guwahati,"Hindi","Food",270000,140000,70000,190000,105000,streetfood@guwahati.in
INF171,Ludhiana Fitness Crush,YouTube,Punjab,Ludhiana,"Punjabi","Fitness",350000,180000,85000,220000,150000,crush@ludhiana.in
INF172,Varanasi Spiritual Travels,YouTube,Uttar Pradesh,Varanasi,"Hindi","Travel|Culture",390000,200000,90000,240000,165000,spiritual@varanasi.in
INF173,Hyderabad Vlog Stories,YouTube,Telangana,Hyderabad,"Telugu","Lifestyle",410000,215000,95000,250000,170000,vlogstories@hyderabad.in
INF174,Kochi Organic Kitchen,YouTube,Kerala,Kochi,"Malayalam","Food|Health",330000,170000,80000,210000,145000,organickochi@kochi.in
INF175,Thiruvananthapuram Travel Tales,YouTube,Kerala,Thiruvananthapuram,"Malayalam","Travel",290000,150000,70000,180000,110000,travel@thiruvan.in
INF176,Noida Startup Stories,YouTube,Uttar Pradesh,Noida,"Hindi","Business|Startup",530000,275000,130000,360000,195000,startup@noida.in
INF177,Bhopal Tech Guru,YouTube,Madhya Pradesh,Bhopal,"Hindi","Tech",310000,160000,75000,200000,115000,techguru@bhopal.in
INF178,Ahmedabad Kids Vlogs,YouTube,Gujarat,Ahmedabad,"Gujarati","Lifestyle|Family",240000,120000,60000,150000,105000,kids@ahmedabad.in
INF179,Guwahati Tech Insights,YouTube,Assam,Guwahati,"English|Hindi","Tech",350000,180000,85000,230000,155000,insights@guwahati.in
INF180,Bangalore Startup Vibes,YouTube,Karnataka,Bangalore,"English","Business|Startup",610000,310000,140000,380000,200000,startupvibes@blr.in
INF181,Raipur Food Network,YouTube,Chhattisgarh,Raipur,"Hindi","Food|Lifestyle",280000,160000,75000,210000,120000,foodnetwork@raipur.in
INF182,Pune Vlog Community,YouTube,Maharashtra,Pune,"English","Lifestyle",460000,240000,115000,300000,182500,vlogpune@pune.in
INF183,Patna Tech Talks,YouTube,Bihar,Patna,"Hindi","Tech",360000,190000,80000,230000,155000,techtalks@patna.in
INF184,Jaipur Food Stories,YouTube,Rajasthan,Jaipur,"Hindi","Food|Culture",330000,175000,80000,215000,147500,foodstories@jaipur.in
INF185,Chennai Business Community,YouTube,Tamil Nadu,Chennai,"Tamil|English","Business|Startup",580000,285000,140000,360000,200000,bizcommunity@chennai.in
INF186,Kolkata Fitness Zone,YouTube,West Bengal,Kolkata,"Bengali","Fitness",300000,160000,70000,205000,137500,fitness@kolkata.in
INF187,Lucknow Tech Reviews,YouTube,Uttar Pradesh,Lucknow,"Hindi","Tech",410000,215000,90000,250000,170000,techreviews@lucknow.in
INF188,Surat Beauty Trends,YouTube,Gujarat,Surat,"Gujarati","Beauty",290000,150000,70000,195000,132500,beautytrends@surat.in
INF189,Nagpur Lifestyle Hub,YouTube,Maharashtra,Nagpur,"Hindi","Lifestyle",260000,140000,65000,175000,115000,lifestyle@nagpur.in
INF190,Delhi Food Adventures,YouTube,Delhi,New Delhi,"Hindi|English","Food|Travel",480000,250000,120000,315000,187500,foodadv@delhi.in
INF191,Bangalore Culture Bytes,YouTube,Karnataka,Bangalore,"English","Culture|Travel",370000,200000,85000,235000,160000,culturebytes@blr.in
INF192,Bhubaneswar Fitness Stories,YouTube,Odisha,Bhubaneswar,"Odia","Fitness",240000,130000,60000,170000,115000,fitstories@bhubaneswar.in
INF193,Chandigarh Tech Central,YouTube,Chandigarh,Chandigarh,"English","Tech",370000,200000,85000,240000,162500,techcentral@chd.in
INF194,Mumbai Travel Tribe,YouTube,Maharashtra,Mumbai,"English","Travel|Lifestyle",520000,270000,130000,350000,190000,traveltribe@mumbai.in
INF195,Ahmedabad Beauty World,YouTube,Gujarat,Ahmedabad,"Gujarati","Beauty",300000,160000,75000,205000,140000,beautyworld@ahmedabad.in
INF196,Kolkata Startup Insights,YouTube,West Bengal,Kolkata,"Bengali|English","Business",450000,240000,120000,300000,190000,startupinsights@kolkata.in
INF197,Tirunelveli Food Trail,YouTube,Tamil Nadu,Tirunelveli,"Tamil","Food",280000,150000,70000,190000,130000,foodtrail@tirunelveli.in
INF198,Varanasi Fitness Club,YouTube,Uttar Pradesh,Varanasi,"Hindi","Fitness",310000,160000,75000,210000,142500,fitclub@varanasi.in
INF199,Mumbai Tech Influencers,YouTube,Maharashtra,Mumbai,"English|Hindi","Tech",680000,350000,150000,420000,235000,techinfluencers@mumbai.in
INF200,Goa Travel Hub,YouTube,Goa,Panaji,"English","Travel",340000,180000,85000,230000,157500,travelhub@goa.in
INF201,Bangalore Food Network,YouTube,Karnataka,Bangalore,"English|Kannada","Food",420000,220000,110000,280000,155000,foodnetwork@blr.in
INF202,Delhi Fitness Club,YouTube,Delhi,New Delhi,"Hindi","Fitness",360000,180000,90000,240000,135000,fitclub@delhi.in
INF203,Hyderabad Travel Vibes,YouTube,Telangana,Hyderabad,"Telugu","Travel",410000,205000,105000,260000,165000,travelvibes@hyderabad.in
INF204,Kochi Tech Insights,YouTube,Kerala,Kochi,"Malayalam|English","Tech",370000,185000,85000,230000,155000,techinsights@kochi.in
INF205,Mumbai Startup Community,YouTube,Maharashtra,Mumbai,"English","Business|Startup",580000,290000,140000,360000,205000,startup@mumbai.in
INF206,Pune Beauty Hub,YouTube,Maharashtra,Pune,"English","Beauty",330000,165000,80000,210000,132500,beautyhub@pune.in
INF207,Lucknow Travel Diaries,YouTube,Uttar Pradesh,Lucknow,"Hindi","Travel",360000,180000,90000,240000,150000,travel@lucknow.in
INF208,Bhubaneswar Startup Talks,YouTube,Odisha,Bhubaneswar,"Odia|English","Business|Education",390000,195000,95000,250000,160000,startup@bhubaneswar.in
INF209,Jaipur Tech Reviews,YouTube,Rajasthan,Jaipur,"Hindi","Tech",340000,170000,80000,215000,145000,tech@jaipur.in
INF210,Ahmedabad Travel Vibes,YouTube,Gujarat,Ahmedabad,"Gujarati","Travel",310000,155000,75000,200000,132500,travel@ahmedabad.in
INF211,Coimbatore Fitness Club,YouTube,Tamil Nadu,Coimbatore,"Tamil","Fitness",290000,145000,70000,190000,120000,fitclub@coimbatore.in
INF212,Bangalore Gaming Arena,YouTube,Karnataka,Bangalore,"English","Gaming",500000,250000,120000,320000,180000,gaming@blr.in
INF213,Mumbai Foodie Hub,YouTube,Maharashtra,Mumbai,"Hindi|English","Food",450000,225000,110000,300000,165000,foodie@mumbai.in
INF214,Delhi Tech Simplified,YouTube,Delhi,New Delhi,"English|Hindi","Tech",480000,240000,120000,320000,190000,tech@delhi.in
INF215,Hyderabad Beauty Lounge,YouTube,Telangana,Hyderabad,"Telugu","Beauty",350000,175000,85000,230000,140000,beauty@hyd.in
INF216,Kochi Travel Tribe,YouTube,Kerala,Kochi,"Malayalam","Travel",330000,165000,80000,210000,132500,traveltribe@kochi.in
INF217,Pune Startup Hub,YouTube,Maharashtra,Pune,"English","Business|Startup",410000,205000,105000,260000,165000,startup@pune.in
INF218,Lucknow Foodies,YouTube,Uttar Pradesh,Lucknow,"Hindi","Food|Street Food",300000,150000,70000,200000,120000,foodies@lucknow.in
INF219,Jaipur Beauty Studio,YouTube,Rajasthan,Jaipur,"Hindi","Beauty",280000,140000,65000,180000,115000,beautystudio@jaipur.in
INF220,Bhubaneswar Tech Talks,YouTube,Odisha,Bhubaneswar,"Odia|English","Tech",340000,170000,80000,215000,145000,techtalks@bhubaneswar.in
INF221,Guwahati Fitness Pro,YouTube,Assam,Guwahati,"Hindi","Fitness",260000,130000,65000,175000,110000,fit@guwahati.in
INF222,Surat Travel Diaries,YouTube,Gujarat,Surat,"Gujarati","Travel",290000,145000,70000,190000,120000,travel@surat.in
INF223,Bangalore Lifestyle Hub,YouTube,Karnataka,Bangalore,"English","Lifestyle",410000,205000,105000,260000,165000,lifestyle@blr.in
INF224,Mumbai Gaming World,YouTube,Maharashtra,Mumbai,"Hindi|English","Gaming",720000,360000,150000,420000,230000,gaming@mumbai.in
INF225,Delhi Food Adventures,YouTube,Delhi,New Delhi,"Hindi|English","Food|Travel",400000,200000,100000,260000,160000,foodadventures@delhi.in
INF226,Hyderabad Tech Hub,YouTube,Telangana,Hyderabad,"Telugu|English","Tech",500000,250000,120000,320000,180000,techhub@hyd.in
INF227,Kochi Fitness Stories,YouTube,Kerala,Kochi,"Malayalam","Fitness",270000,135000,70000,180000,115000,fitstories@kochi.in
INF228,Pune Travel Diaries,YouTube,Maharashtra,Pune,"English","Travel",360000,180000,90000,240000,150000,travel@pune.in
INF229,Lucknow Tech Simplified,YouTube,Uttar Pradesh,Lucknow,"Hindi","Tech",310000,155000,75000,200000,120000,tech@lucknow.in
INF230,Bhubaneswar Food Network,YouTube,Odisha,Bhubaneswar,"Odia","Food",290000,145000,70000,190000,125000,foodnetwork@bhubaneswar.in
INF231,Jaipur Travel Tribe,YouTube,Rajasthan,Jaipur,"Hindi","Travel",330000,165000,80000,210000,140000,traveltribe@jaipur.in
INF232,Ahmedabad Fitness Club,YouTube,Gujarat,Ahmedabad,"Gujarati","Fitness",310000,155000,75000,200000,125000,fitclub@ahmedabad.in
INF233,Coimbatore Foodies,YouTube,Tamil Nadu,Coimbatore,"Tamil","Food",280000,140000,70000,180000,115000,foodies@coimbatore.in
INF234,Bangalore Tech Simplified,YouTube,Karnataka,Bangalore,"English","Tech",480000,240000,120000,320000,190000,techsimplified@blr.in
INF235,Mumbai Beauty Lounge,YouTube,Maharashtra,Mumbai,"English|Hindi","Beauty",360000,180000,90000,240000,150000,beautylounge@mumbai.in
INF236,Delhi Startup Stories,YouTube,Delhi,New Delhi,"English","Business|Startup",420000,210000,105000,260000,160000,startupstories@delhi.in
INF237,Hyderabad Food Hub,YouTube,Telangana,Hyderabad,"Telugu","Food",350000,175000,85000,230000,140000,foodhub@hyd.in
INF238,Kochi Tech Simplified,YouTube,Kerala,Kochi,"Malayalam|English","Tech",310000,155000,75000,200000,125000,techsimplified@kochi.in
INF239,Pune Fitness Hub,YouTube,Maharashtra,Pune,"English","Fitness",370000,185000,85000,230000,145000,fithub@pune.in
INF240,Lucknow Travel Vlogs,YouTube,Uttar Pradesh,Lucknow,"Hindi","Travel",310000,155000,75000,200000,125000,travelvlogs@lucknow.in
INF241,Bhubaneswar Beauty Lounge,YouTube,Odisha,Bhubaneswar,"Odia","Beauty",280000,140000,70000,180000,115000,beautylounge@bhubaneswar.in
INF242,Jaipur Tech Hub,YouTube,Rajasthan,Jaipur,"Hindi","Tech",360000,180000,90000,240000,150000,techhub@jaipur.in
INF243,Ahmedabad Food Trails,YouTube,Gujarat,Ahmedabad,"Gujarati","Food",310000,155000,75000,200000,125000,foodtrails@ahmedabad.in
INF244,Coimbatore Travel Diaries,YouTube,Tamil Nadu,Coimbatore,"Tamil","Travel",280000,140000,70000,180000,115000,travel@coimbatore.in
INF245,Bangalore Fitness Stories,YouTube,Karnataka,Bangalore,"English","Fitness",390000,195000,95000,250000,160000,fitstories@blr.in
INF246,Mumbai Travel Tribe,YouTube,Maharashtra,Mumbai,"English|Hindi","Travel",470000,235000,115000,300000,180000,traveltribe@mumbai.in
INF247,Delhi Beauty Hub,YouTube,Delhi,New Delhi,"English","Beauty",330000,165000,80000,210000,132500,beautyhub@delhi.in
INF248,Hyderabad Gaming World,YouTube,Telangana,Hyderabad,"Telugu","Gaming",480000,240000,120000,320000,180000,gamingworld@hyd.in
INF249,Kochi Startup Hub,YouTube,Kerala,Kochi,"Malayalam|English","Business|Startup",360000,180000,90000,240000,150000,startuphub@kochi.in
